"","State","StateFP","CountyName","GDXCountyName","CountyFP","ClassFP","FY","VetPop","TotX","CP","Cons","EduVoc","Loan","GOE","InsInd","MedCare","Uniques"
"644","IL","17","LAKE COUNTY","LAKE","097","H1","2015",34759.361270254,312036.119930444,"93294.022",289.41464,18387.517,0,0,4596.609,195468.557290444,9983
"645","IL","17","LASALLE COUNTY","LA SALLE","099","H1","2015",8812.732887583,46841.0074860679,"22646.948",0,1665.978,0,0,519.973,22008.1084860679,2444
"646","IL","17","LAWRENCE COUNTY","LAWRENCE","101","H1","2015",1297.3230321543,6507.86112674376,"3195.578",0,205.182,0,0,57.58,3049.52112674376,387
"647","IL","17","LEE COUNTY","LEE","103","H1","2015",2737.9674251013,13393.8489693636,"5992.58",0,719.853,0,0,216.05,6465.36596936356,836
"648","IL","17","LIVINGSTON COUNTY","LIVINGSTON","105","H1","2015",2743.9443572994,12183.794541154,"6421.706",0,602.452,0,0,454.673,4704.963541154,692
"649","IL","17","LOGAN COUNTY","LOGAN","107","H1","2015",2258.1612759808,8097.19389045158,"4426.402",0,642.975,0,0,121.638,2906.17889045158,407
"650","IL","17","MCDONOUGH COUNTY","MC DONOUGH","109","H1","2015",2458.915933969,15285.537899493,"6745.366",0,1669.389,0,0,186.77,6684.01289949296,870
"651","IL","17","MCHENRY COUNTY","MC HENRY","111","H1","2015",18963.700141085,98318.5639738102,"38269.851",0,6945.733,0,0,1270.359,51832.6209738102,4078
"652","IL","17","MCLEAN COUNTY","MC LEAN","113","H1","2015",10574.3344082919,41468.8760638294,"22242.62",0,4449.399,0,0,711.823,14065.0340638294,1953
"653","IL","17","MACON COUNTY","MACON","115","H1","2015",9004.279043921,45003.081656377,"22457.512",0,1716.466,0,0,772.746,20056.357656377,2432
"654","IL","17","MACOUPIN COUNTY","MACOUPIN","117","H1","2015",4406.762865367,21607.7513996953,"12178.808",0,1159.022,0,0,305.569,7964.35239969525,879
"655","IL","17","MADISON COUNTY","MADISON","119","H1","2015",24687.24428472,123579.280916707,"61701.185",0,10626.307,0,0,1555.463,49696.3259167075,4303
"656","IL","17","MARION COUNTY","MARION","121","H1","2015",3193.2974749472,25424.968848368,"12044.709",0,828.84,0,0,319.597,12231.822848368,1088
"657","IL","17","MARSHALL COUNTY","MARSHALL","123","H1","2015",1089.2516393968,4188.73066297942,"2305.59",0,424.19,0,0,31.893,1427.05766297942,252
"658","IL","17","MASON COUNTY","MASON","125","H1","2015",1376.4337004445,6395.48187240587,"3288.72",0,380.574,0,0,26.224,2699.96387240587,337
"659","IL","17","MASSAC COUNTY","MASSAC","127","H1","2015",1156.2392595322,9169.42115730031,"4173.703",0,301.15,0,0,79.462,4615.10615730031,477
"660","IL","17","MENARD COUNTY","MENARD","129","H1","2015",996.4042650198,3780.73281225198,"2394.965",0,374.318,0,0,8.896,1002.55381225198,226
"661","IL","17","MERCER COUNTY","MERCER","131","H1","2015",1386.0233092679,7991.5182459948,"3743.3",0,364.307,0,0,165.693,3718.2182459948,453
"662","IL","17","MONROE COUNTY","MONROE","133","H1","2015",2952.237414454,14238.9164068985,"7059.486",0,794.739,0,0,116.444,6268.24740689847,533
"663","IL","17","MONTGOMERY COUNTY","MONTGOMERY","135","H1","2015",2525.2271708095,11267.2345480977,"5841.411",0,591.141,0,0,206.717,4627.96554809765,517
"664","IL","17","MORGAN COUNTY","MORGAN","137","H1","2015",2962.22406916,12329.2504928276,"7347.738",0,837.423,0,0,439.731,3704.35849282762,616
"665","IL","17","MOULTRIE COUNTY","MOULTRIE","139","H1","2015",1092.9896553167,5567.14980640997,"2994.323",0,295.531,0,0,70.489,2206.80680640997,300
"666","IL","17","OGLE COUNTY","OGLE","141","H1","2015",4333.3049718011,16919.9368131305,"7779.209",0,1205.906,0,0,172.106,7762.71581313054,1063
"667","IL","17","PEORIA COUNTY","PEORIA","143","H1","2015",13490.840715918,58846.8148431794,"27662.053",0,4268.428,0,0,851.574,26064.7598431794,3202
"668","IL","17","PERRY COUNTY","PERRY","145","H1","2015",1522.2721725543,13005.3997411578,"5428.449",0,381.09,0,0,52.532,7143.32874115783,602
"669","IL","17","PIATT COUNTY","PIATT","147","H1","2015",1389.9192862264,4984.78503942974,"2576.604",0,298.301,0,0,182.691,1927.18903942974,310
"670","IL","17","PIKE COUNTY","PIKE","149","H1","2015",1382.757197176,6759.55310987459,"3531.704",0,281.071,0,0,106.361,2840.41710987459,351
"671","IL","17","POPE COUNTY","POPE","151","H1","2015",382.2641754971,3742.8620965774,"1352.349",0,26.042,0,0,2.069,2362.4020965774,163
"672","IL","17","PULASKI COUNTY","PULASKI","153","H1","2015",527.2568068815,6977.23501173737,"2637.929",0,81.703,0,250.46658,16.948,3990.18843173737,268
"673","IL","17","PUTNAM COUNTY","PUTNAM","155","H1","2015",547.6129122603,2360.30661793218,"1149.381",0,96.381,0,0,16.643,1097.90161793218,168
"674","IL","17","RANDOLPH COUNTY","RANDOLPH","157","H1","2015",2799.5770088183,15492.3478481879,"8331.398",0,700.53,0,0,129.231,6331.18884818786,626
"675","IL","17","RICHLAND COUNTY","RICHLAND","159","H1","2015",1213.9770531957,8079.05302654399,"3244.468",0,386.769,0,0,115.419,4332.39702654399,416
"676","IL","17","ROCK ISLAND COUNTY","ROCK ISLAND","161","H1","2015",11788.713372424,63730.6498642898,"26415.801",0,3255.686,0,2487.81788,1013.934,30557.4109842898,2870
"677","IL","17","ST. CLAIR COUNTY","SAINT CLAIR","163","H1","2015",29440.521726043,212293.172877652,"115228.988",0,28584.048,0,0,1578.048,66902.0888776525,5750
"678","IL","17","SALINE COUNTY","SALINE","165","H1","2015",2134.1152650391,21591.5051620353,"8313.527",0,287.6,0,0,255.192,12735.1861620353,935
"679","IL","17","SANGAMON COUNTY","SANGAMON","167","H1","2015",16138.317740726,69193.8237195532,"36364.406",2339.06065,5130.257,0,1909.56767,1592.688,21857.8443995532,3004
"680","IL","17","SCHUYLER COUNTY","SCHUYLER","169","H1","2015",592.338748718,3949.56316689894,"2089.307",0,129.572,0,0,16.249,1714.43516689894,220
"681","IL","17","SCOTT COUNTY","SCOTT","171","H1","2015",415.909330297,2204.34642195691,"1097.312",0,87.573,0,0,10.95,1008.51142195691,121
"682","IL","17","SHELBY COUNTY","SHELBY","173","H1","2015",2083.9749630887,8446.17617662799,"4416.07",0,449.727,0,0,102.03,3478.34917662799,545
"683","IL","17","STARK COUNTY","STARK","175","H1","2015",474.4033641035,2033.78558302068,"839.261",0,61.957,0,0,49.774,1082.79358302068,147
"684","IL","17","STEPHENSON COUNTY","STEPHENSON","177","H1","2015",3685.569942786,21502.0605924304,"8436.205",0,725.754,0,0,194.387,12145.7145924304,1445
"685","IL","17","TAZEWELL COUNTY","TAZEWELL","179","H1","2015",11979.31565852,43681.3746310512,"23446.638",0,3839.008,0,0,447.721,15948.0076310512,2407
"686","IL","17","UNION COUNTY","UNION","181","H1","2015",1529.8196737236,15563.8250143543,"5170.349",0,290.753,0,0,111.255,9991.46801435432,646
"687","IL","17","VERMILION COUNTY","VERMILION","183","H1","2015",5870.299946203,94439.2217629726,"22199.408",4661.23373,1269.54,0,2583.73249,377.778,63347.5295429726,2768
"688","IL","17","WABASH COUNTY","WABASH","185","H1","2015",1078.9772051413,5609.43933750744,"2990.231",0,213.675,0,0,97.139,2308.39433750744,329
"689","IL","17","WARREN COUNTY","WARREN","187","H1","2015",1318.0938453684,7134.07788594226,"2647.104",0,204.522,0,0,73.89,4208.56188594226,436
"690","IL","17","WASHINGTON COUNTY","WASHINGTON","189","H1","2015",1309.7787690884,5725.86218213036,"2856.433",0,279.452,0,0,71.077,2518.90018213036,285
"691","IL","17","WAYNE COUNTY","WAYNE","191","H1","2015",1139.0717144002,7435.1266810216,"3643.431",0,225.801,0,0,53.386,3512.5086810216,441
"692","IL","17","WHITE COUNTY","WHITE","193","H1","2015",1269.5623270628,10627.0273758113,"4417.57",0,201.09,0,0,122.834,5885.53337581126,481
"693","IL","17","WHITESIDE COUNTY","WHITESIDE","195","H1","2015",4868.4367568496,27144.3040362425,"9807.671",0,1248.538,0,0,318.802,15769.2930362425,1693
"694","IL","17","WILL COUNTY","WILL","197","H1","2015",38964.147921364,179857.438974826,"77042.63",0,13955.347,0,0,2763.52,86095.9419748263,7925
"695","IL","17","WILLIAMSON COUNTY","WILLIAMSON","199","H1","2015",5530.5047323269,73818.0973902842,"21828.894",0,2131.11,0,0,195.058,49663.0353902842,2796
"696","IL","17","WINNEBAGO COUNTY","WINNEBAGO","201","H1","2015",20568.026239354,93839.04152034,"42498.284",0,4830.767,0,0,1123.585,45386.40552034,5805
"697","IL","17","WOODFORD COUNTY","WOODFORD","203","H1","2015",3123.1945472905,10282.8576692827,"5009.234",0,729.133,0,0,170.865,4373.62566928265,570
"698","IN","18","ADAMS COUNTY","ADAMS","001","H1","2015",1772.6198090515,7167.69703137187,"3445.247",0,386.793,0,0,41.391,3294.26603137187,476
"699","IN","18","ALLEN COUNTY","ALLEN","003","H1","2015",23235.59100782,154022.704989302,"60349.328",0,9146.816,0,848.42816,1432.388,82245.7448293016,7391
"700","IN","18","BARTHOLOMEW COUNTY","BARTHOLOMEW","005","H1","2015",5414.2675899842,27170.4970128366,"13700.485",0,1383.767,0,0,248.54,11837.7050128366,1252
"701","IN","18","BENTON COUNTY","BENTON","007","H1","2015",683.9774603866,3605.20445727119,"1425.857",0,143.447,0,0,200.918,1834.98245727119,178
"702","IN","18","BLACKFORD COUNTY","BLACKFORD","009","H1","2015",1122.9117556417,7988.3023370241,"4034.198",0,208.592,0,0,24.72,3720.7923370241,404
"703","IN","18","BOONE COUNTY","BOONE","011","H1","2015",3791.2177137106,17343.4901864934,"8545.686",0,893.159,0,0,367.371,7537.27418649339,788
"704","IN","18","BROWN COUNTY","BROWN","013","H1","2015",1425.0152645407,7887.34477203631,"2765.851",0,262.43,0,0,54.663,4804.40077203631,492
"705","IN","18","CARROLL COUNTY","CARROLL","015","H1","2015",1942.4630842763,5865.25902255066,"2727.043",0,262.462,0,0,87.106,2788.64802255066,366
"706","IN","18","CASS COUNTY","CASS","017","H1","2015",3341.2133156533,17404.481096677,"9230.856",0,532.943,0,0,126.741,7513.94109667699,867
"707","IN","18","CLARK COUNTY","CLARK","019","H1","2015",9089.217620664,63192.5513963691,"26222.028",0,3509.348,0,0,280.274,33180.9013963691,2948
"708","IN","18","CLAY COUNTY","CLAY","021","H1","2015",2340.766587743,12993.1529544011,"6347.337",0,804.277,0,0,77.521,5764.01795440107,680
"709","IN","18","CLINTON COUNTY","CLINTON","023","H1","2015",2495.660986537,9734.26261886294,"4623.317",0,305.942,0,0,47.941,4757.06261886294,438
"710","IN","18","CRAWFORD COUNTY","CRAWFORD","025","H1","2015",932.2332186263,6251.46391503501,"2672.651",0,248.395,0,0,23.055,3307.36291503501,317
"711","IN","18","DAVIESS COUNTY","DAVIESS","027","H1","2015",1921.6179036921,11386.5646258729,"6051.601",0,348.201,0,0,262.299,4724.46362587295,552
"712","IN","18","DEARBORN COUNTY","DE KALB","029","H1","2015",2764.9066980314,20001.6729003893,"9493.491",0,509.385,0,0,22.516,9976.28090038925,950
"713","IN","18","DECATUR COUNTY","DEARBORN","031","H1","2015",4209.2839121056,22265.3416707061,"9760.351",0,838.313,0,0,160.835,11505.8426707061,1333
"714","IN","18","DEKALB COUNTY","DECATUR","033","H1","2015",1835.7552113589,9343.81967883166,"3678.604",0,417.596,0,0,75.199,5172.42067883166,506
"715","IN","18","DELAWARE COUNTY","DELAWARE","035","H1","2015",8726.905032163,49294.1003503695,"23734.455",0,2756.467,0,0,305.09,22498.0883503695,2573
"716","IN","18","DUBOIS COUNTY","DUBOIS","037","H1","2015",2902.5801951383,11103.0267229694,"5737.952",0,789.241,0,0,78.942,4496.89172296937,772
"717","IN","18","ELKHART COUNTY","ELKHART","039","H1","2015",10956.193075329,49543.9309083178,"25637.475",0,2079.894,0,0,638.133,21188.4289083178,3383
"718","IN","18","FAYETTE COUNTY","FAYETTE","041","H1","2015",2021.9148808287,11361.5436714439,"5130.369",0,268.032,0,0,60.338,5902.80467144389,600
"719","IN","18","FLOYD COUNTY","FLOYD","043","H1","2015",6648.217880324,35666.2847857552,"15874.152",0,1997.266,0,249.66676,271.393,17273.8070257552,1812
"720","IN","18","FOUNTAIN COUNTY","FOUNTAIN","045","H1","2015",1343.4176389997,8990.26383174405,"3802.14",0,229.977,0,0,19.574,4938.57283174405,414
"721","IN","18","FRANKLIN COUNTY","FRANKLIN","047","H1","2015",1485.434078752,8642.24079745057,"3429.232",0,220.764,0,0,19.488,4972.75679745057,511
"722","IN","18","FULTON COUNTY","FULTON","049","H1","2015",1627.4903348117,9330.04399176406,"3883.787",0,248.891,0,0,89.905,5107.46099176406,549
"723","IN","18","GIBSON COUNTY","GIBSON","051","H1","2015",2398.8161563472,12257.7591754603,"6150.227",0,652.964,0,0,138.6,5315.96817546034,748
"724","IN","18","GRANT COUNTY","GRANT","053","H1","2015",5367.561040069,95565.013373091,"27264.507",998.96255,2328.682,0,2056.20547,319.468,62597.188353091,2826
"725","IN","18","GREENE COUNTY","GREENE","055","H1","2015",3230.1441371564,16894.4969794612,"9368.24",0,453.16,0,0,151.726,6921.37097946117,825
"726","IN","18","HAMILTON COUNTY","HAMILTON","057","H1","2015",17136.431068358,72657.0551861374,"39999.64",0,7101.391,0,0,1176.243,24379.7811861373,2915
"727","IN","18","HANCOCK COUNTY","HANCOCK","059","H1","2015",5822.5068927358,40438.0641104258,"22821.016",0,2469.782,0,0,251.054,14896.2121104258,1370
"728","IN","18","HARRISON COUNTY","HARRISON","061","H1","2015",2995.0723140101,21835.8802999193,"9441.702",0,992.148,0,0,194.099,11207.9312999193,1052
"729","IN","18","HENDRICKS COUNTY","HENDRICKS","063","H1","2015",13354.906566428,60596.2966754695,"28852.791",0,4109.915,0,0,523.501,27110.0896754695,2752
"730","IN","18","HENRY COUNTY","HENRY","065","H1","2015",3811.784106567,21691.6757307085,"11133.052",0,833.989,0,0,134.375,9590.25973070847,963
"731","IN","18","HOWARD COUNTY","HOWARD","067","H1","2015",7367.9595680671,41770.6154216343,"23482.446",0,2378.074,0,0,374.055,15536.0404216343,1965
"732","IN","18","HUNTINGTON COUNTY","HUNTINGTON","069","H1","2015",2638.5789155344,18756.1891705737,"9572.935",0,880.684,0,0,172.192,8130.37817057371,948
"733","IN","18","JACKSON COUNTY","JACKSON","071","H1","2015",2857.022929456,14117.0043817637,"6574.975",0,1104.18,0,0,116.766,6321.08338176375,717
"734","IN","18","JASPER COUNTY","JASPER","073","H1","2015",2502.743274714,10508.1323736724,"5548.741",0,673.355,0,0,86.8,4199.23637367241,539
"735","IN","18","JAY COUNTY","JAY","075","H1","2015",1683.2367937922,7360.82702113621,"3636.237",0,236.468,0,0,85.098,3403.02402113621,496
"736","IN","18","JEFFERSON COUNTY","JEFFERSON","077","H1","2015",2623.5217504202,12712.8338938965,"6433.408",0,406.369,0,0,60.863,5812.19389389653,752
"737","IN","18","JENNINGS COUNTY","JENNINGS","079","H1","2015",2163.9543971542,12450.3387194988,"5714.053",0,267.12,0,0,23.716,6445.44971949884,545
"738","IN","18","JOHNSON COUNTY","JOHNSON","081","H1","2015",11833.5759696471,68538.8925277271,"33246.794",0,6640.065,0,0,745.514,27906.5195277271,2781
"739","IN","18","KNOX COUNTY","KNOX","083","H1","2015",2790.8078241584,16980.7649766096,"9647.652",0,721.792,0,0,112.465,6498.85597660958,919
"740","IN","18","KOSCIUSKO COUNTY","KOSCIUSKO","085","H1","2015",4900.5412550741,23735.9728546923,"10822.259",0,1252.41,0,0,208.981,11452.3228546923,1374
"741","IN","18","LAGRANGE COUNTY","LA PORTE","087","H1","2015",10020.120464179,33768.0781685371,"17818.83",0,1689.376,0,0,320.332,13939.5401685371,1983
"742","IN","18","LAKE COUNTY","LAGRANGE","089","H1","2015",1706.791494142,8785.25521266692,"4320.054",0,272.671,0,0,144.018,4048.51221266692,472
"743","IN","18","LAPORTE COUNTY","LAKE","091","H1","2015",31422.610842514,159304.670645177,"71734.712",0,8630.983,0,0,1982.694,76956.281645177,8087
"744","IN","18","LAWRENCE COUNTY","LAWRENCE","093","H1","2015",3744.055826758,21117.2972851476,"12145.068",0,946.911,0,0,62.797,7962.52128514763,1171
"745","IN","18","MADISON COUNTY","MADISON","095","H1","2015",10817.7945266968,61456.9434675938,"32126.297",0,2420.07,0,0,372.536,26538.0404675937,2806
"746","IN","18","MARION COUNTY","MARION","097","H6","2015",61687.93181818,534302.052667828,"176258.365",4405.64288,33481.674,0,50586.59482,3753.179,265816.596967828,18491
"747","IN","18","MARSHALL COUNTY","MARSHALL","099","H1","2015",2926.4322801706,14338.8663937955,"7603.975",0,646.366,0,0,251.326,5837.19939379552,942
"748","IN","18","MARTIN COUNTY","MARTIN","101","H1","2015",1008.5204938118,5090.05392205345,"2981.867",0,147.207,0,0,56.999,1903.98092205345,274
"749","IN","18","MIAMI COUNTY","MIAMI","103","H1","2015",3491.5645905054,28557.5919814734,"14894.005",0,1040.465,0,0,34.29,12588.8319814734,1513
"750","IN","18","MONROE COUNTY","MONROE","105","H1","2015",7376.516250168,40365.3476426865,"18818.407",0,5282.81,0,0,846.438,15417.6926426865,2304
"751","IN","18","MONTGOMERY COUNTY","MONTGOMERY","107","H1","2015",3046.8061732499,15378.0631966248,"6237.742",0,446.893,0,0,57.962,8635.4661966248,684
"752","IN","18","MORGAN COUNTY","MORGAN","109","H1","2015",6657.680126418,41004.1080173361,"20047.735",0,2385.419,0,0,242.471,18328.4830173361,1663
"753","IN","18","NEWTON COUNTY","NEWTON","111","H1","2015",1298.0448039431,5018.18489344687,"2064.925",0,127.698,0,0,45.098,2780.46389344687,286
"754","IN","18","NOBLE COUNTY","NOBLE","113","H1","2015",3036.01377704,18353.9791241478,"8356.733",0,437.594,0,0,69.209,9490.44312414783,902
"755","IN","18","OHIO COUNTY","OHIO","115","H1","2015",536.9117647114,3626.88357990994,"1468.327",0,32.554,0,0,0.178,2125.82457990994,195
"756","IN","18","ORANGE COUNTY","ORANGE","117","H1","2015",1577.4881857643,7279.93190070714,"3647.677",0,317.256,0,0,273.414,3041.58490070714,454
"757","IN","18","OWEN COUNTY","OWEN","119","H1","2015",2138.645300681,12623.4314511699,"5919.031",0,331.734,0,0,125.964,6246.70245116994,581
"758","IN","18","PARKE COUNTY","PARKE","121","H1","2015",1324.1279104585,8640.61104715219,"3821.944",0,163.354,0,0,9.268,4646.04504715219,461
"759","IN","18","PERRY COUNTY","PERRY","123","H1","2015",1558.5011827301,6977.89620938272,"3243.11",0,207.163,0,0,53.973,3473.65020938272,425
"760","IN","18","PIKE COUNTY","PIKE","125","H1","2015",1002.6245265412,4408.32452988512,"2247.716",0,84.017,0,0,82.122,1994.46952988512,259
"761","IN","18","PORTER COUNTY","PORTER","127","H1","2015",13330.540689065,48433.4614725962,"24568.232",0,3099.132,0,0,766.031,20000.0664725962,2298
"762","IN","18","POSEY COUNTY","POSEY","129","H1","2015",1962.5875754331,9467.26923990858,"4997.521",0,331.211,0,0,39.572,4098.96523990857,554
"763","IN","18","PULASKI COUNTY","PULASKI","131","H1","2015",1017.1389979917,4822.03346355103,"2296.155",0,186.557,0,0,40.64,2298.68146355103,277
"764","IN","18","PUTNAM COUNTY","PUTNAM","133","H1","2015",2441.6987248221,18429.6517419214,"8410.938",0,657.14,0,0,291.762,9069.81174192143,749
"765","IN","18","RANDOLPH COUNTY","RANDOLPH","135","H1","2015",1727.1623493964,11776.6723471992,"5417.625",0,364.247,0,0,145.875,5848.92534719916,665
"766","IN","18","RIPLEY COUNTY","RIPLEY","137","H1","2015",2373.9973870479,13150.0095118871,"5777.59",0,405.947,0,0,177.847,6788.62551188706,700
"767","IN","18","RUSH COUNTY","RUSH","139","H1","2015",1487.2419100275,6112.96627915246,"2813.243",0,157.577,0,0,32.045,3110.10127915246,302
"768","IN","18","ST. JOSEPH COUNTY","ST. JOSEPH","141","H1","2015",17608.264138277,79396.2615164042,"42909.747",0,5356.865,0,0,1225.94,29903.7095164042,5409
"769","IN","18","SCOTT COUNTY","SCOTT","143","H1","2015",2009.2604186757,12750.1496585107,"5985.945",0,442.939,0,0,22.803,6298.46265851074,624
"770","IN","18","SHELBY COUNTY","SHELBY","145","H1","2015",3658.3376469587,19132.2938418433,"7559.869",0,769.276,0,0,87.916,10715.2328418433,925
"771","IN","18","SPENCER COUNTY","SPENCER","147","H1","2015",1538.0813963921,9873.61210633417,"4972.571",0,286.813,0,0,43.875,4570.35310633417,465
"772","IN","18","STARKE COUNTY","STARKE","149","H1","2015",1883.6540676464,8024.87165532511,"3739.927",0,273.152,0,0,283.227,3728.56565532511,474
"773","IN","18","STEUBEN COUNTY","STEUBEN","151","H1","2015",2399.365232206,15856.256549673,"7127.569",0,575.78,0,0,128.79,8024.11754967301,746
"774","IN","18","SULLIVAN COUNTY","SULLIVAN","153","H1","2015",2126.6180290044,8667.88363091969,"4660.537",0,246.235,0,0,106.861,3654.25063091969,484
"775","IN","18","SWITZERLAND COUNTY","SWITZERLAND","155","H1","2015",703.1853534737,4356.84351764751,"1545.448",0,67.775,0,0,10.264,2733.35651764751,259
"776","IN","18","TIPPECANOE COUNTY","TIPPECANOE","157","H1","2015",10274.027907178,50340.2252795967,"24176.774",0,5172.672,0,0,512.654,20478.1252795967,2150
"777","IN","18","TIPTON COUNTY","TIPTON","159","H1","2015",1289.7356570333,6299.0520019444,"3363.492",0,194.499,0,0,55.22,2685.84100194441,272
"778","IN","18","UNION COUNTY","UNION","161","H1","2015",490.8920665049,3941.96393770214,"1586.035",0,173.461,0,0,44.361,2138.10693770214,151
"779","IN","18","VANDERBURGH COUNTY","VANDERBURGH","163","H1","2015",12872.864688203,79178.862482321,"36706.693",0,3542.468,0,0,971.395,37958.306482321,4448
"780","IN","18","VERMILLION COUNTY","VERMILLION","165","H1","2015",1439.7884935654,11114.582971592,"4106.533",0,286.139,0,0,36.294,6685.61697159204,481
"781","IN","18","VIGO COUNTY","VIGO","167","H1","2015",8167.478945805,45213.5666309621,"21349.605",0,2862.528,0,0,645.463,20355.9706309622,2562
"782","IN","18","WABASH COUNTY","WABASH","169","H1","2015",2472.0413330642,17378.1598415228,"7924.602",0,333.874,0,0,139.664,8980.01984152283,874
"783","IN","18","WARREN COUNTY","WARREN","171","H1","2015",661.3924438326,3871.01730246577,"1275.751",0,70.719,0,0,1.105,2523.44230246577,210
"784","IN","18","WARRICK COUNTY","WARRICK","173","H1","2015",4862.6436812612,26136.0684982803,"13825.158",0,1283.599,0,0,272.223,10755.0884982803,1306
"785","IN","18","WASHINGTON COUNTY","WASHINGTON","175","H1","2015",2125.9318264343,14532.1579423269,"5651.43",0,555.85,0,0,68.855,8256.02294232694,695
"786","IN","18","WAYNE COUNTY","WAYNE","177","H1","2015",5624.7069166353,36817.2674037457,"14944.538",0,1078.596,0,0,263.187,20530.9464037457,1829
"787","IN","18","WELLS COUNTY","WELLS","179","H1","2015",2004.9938740074,10643.8659217531,"5172.969",0,402.844,0,0,27.061,5040.99192175311,609
"788","IN","18","WHITE COUNTY","WHITE","181","H1","2015",2010.7302101989,10928.1999173933,"5950.279",0,331.977,0,0,245.503,4400.44091739335,541
"789","IN","18","WHITLEY COUNTY","WHITLEY","183","H1","2015",2756.252232863,13600.0941697734,"6942.977",0,474.867,0,0,134.886,6047.36416977345,654
"790","IA","19","ADAIR COUNTY","ADAIR","001","H1","2015",639.5344397591,4568.43910901729,"1188.57",0,43.251,0,0,18.832,3317.78610901729,200
"791","IA","19","ADAMS COUNTY","ADAMS","003","H1","2015",370.9131287182,2291.71539061468,"724.815",0,59.877,0,0,15.347,1491.67639061468,115
"792","IA","19","ALLAMAKEE COUNTY","ALLAMAKEE","005","H1","2015",1081.0396209945,8664.46200322573,"3288.749",0,148.948,0,0,172.338,5054.42700322573,448
"793","IA","19","APPANOOSE COUNTY","APPANOOSE","007","H1","2015",898.4308817282,7931.54187260648,"3582.194",0,139.232,0,0,69.567,4140.54887260648,422
"794","IA","19","AUDUBON COUNTY","AUDUBON","009","H1","2015",534.6053184071,2913.4400923142,"1508.528",0,148.081,0,0,31.878,1224.9530923142,171
"795","IA","19","BENTON COUNTY","BENTON","011","H1","2015",2250.2020555467,10756.3712760371,"4492.184",0,491,0,0,324.638,5448.5492760371,639
"796","IA","19","BLACK HAWK COUNTY","BLACK HAWK","013","H1","2015",9860.952597885,48368.7333451542,"22193.788",0,3329.582,0,0,1158.431,21686.9323451542,2467
"797","IA","19","BOONE COUNTY","BOONE","015","H1","2015",2202.1390290524,11438.6358686009,"4681.09",0,686.914,0,0,78.845,5991.78686860089,608
"798","IA","19","BREMER COUNTY","BREMER","017","H1","2015",1700.3101533015,7622.47350203798,"3778.874",0,499.1,0,0,291.021,3053.47850203798,490
"799","IA","19","BUCHANAN COUNTY","BUCHANAN","019","H1","2015",1619.5716346393,7466.97368061195,"3102.244",0,333.422,0,0,187.973,3843.33468061195,401
"800","IA","19","BUENA VISTA COUNTY","BUENA VISTA","021","H1","2015",1215.4338294326,5544.31994226035,"3019.11",0,387.625,0,0,83.86,2053.72494226035,451
"801","IA","19","BUTLER COUNTY","BUTLER","023","H1","2015",1053.2261468751,6202.15982060939,"2820.04",0,340.467,0,0,70.47,2971.18282060939,386
"802","IA","19","CALHOUN COUNTY","CALHOUN","025","H1","2015",916.104538252,4482.43265853026,"1913.907",0,149.859,0,0,65.608,2353.05865853026,367
"803","IA","19","CARROLL COUNTY","CARROLL","027","H1","2015",1475.4116423291,7736.55158352096,"3351.078",0,155.137,0,0,70.726,4159.61058352096,603
"804","IA","19","CASS COUNTY","CASS","029","H1","2015",1182.9046040589,7824.66266920857,"3549.92",0,412.784,0,0,185.221,3676.73766920857,373
"805","IA","19","CEDAR COUNTY","CEDAR","031","H1","2015",1462.9812368786,8914.07656051726,"2312.95",0,385.188,0,0,72.846,6143.09256051726,496
"806","IA","19","CERRO GORDO COUNTY","CERRO GORDO","033","H1","2015",3339.872368682,29156.4006294068,"14120.224",0,460.918,0,0,472.426,14102.8326294068,1616
"807","IA","19","CHEROKEE COUNTY","CHEROKEE","035","H1","2015",963.5178501407,6076.56151579647,"2882.101",0,128.058,0,0,183.192,2883.21051579647,376
"808","IA","19","CHICKASAW COUNTY","CHICKASAW","037","H1","2015",899.9545497875,6117.78383262617,"2545.509",0,244.3,0,0,57.389,3270.58583262617,381
"809","IA","19","CLARKE COUNTY","CLARKE","039","H1","2015",598.712824645875,7131.54001906391,"2799.539",0,188.535,0,0,4.873,4138.59301906391,320
"810","IA","19","CLAY COUNTY","CLAY","041","H1","2015",1292.7638118127,6274.17859346963,"2534.627",0,234.755,0,0,176.091,3328.70559346963,521
"811","IA","19","CLAYTON COUNTY","CLAYTON","043","H1","2015",1545.386752895,8396.35697484938,"3820.079",0,246.233,0,0,165.357,4164.68797484938,573
"812","IA","19","CLINTON COUNTY","CLINTON","045","H1","2015",4413.577136103,22995.7943864476,"10173.34",0,2758.146,0,0,279.1,9785.20838644762,1235
"813","IA","19","CRAWFORD COUNTY","CRAWFORD","047","H1","2015",1226.9202895479,6123.10819818935,"2839.399",0,107.818,0,0,90.915,3084.97619818935,428
"814","IA","19","DALLAS COUNTY","DALLAS","049","H1","2015",4255.4985092642,20757.6036104223,"7564.191",0,1186.799,0,0,350.765,11655.8486104223,1149
"815","IA","19","DAVIS COUNTY","DAVIS","051","H1","2015",587.27370678,3710.61588995478,"1708.937",0,189.209,0,0,41.504,1770.96588995478,203
"816","IA","19","DECATUR COUNTY","DECATUR","053","H1","2015",557.213511451359,3438.47460014839,"1431.408",0,173.136,0,0,2.952,1830.97860014839,192
