"","State","StateFP","CountyName","GDXCountyName","CountyFP","ClassFP","FY","VetPop","TotX","CP","Cons","EduVoc","Loan","GOE","InsInd","MedCare","Uniques"
"297","AZ","04","MARICOPA COUNTY","MARICOPA","013","H1","2007",311079.231420387,778342.636131391,"379299.270719758",541.85288,54343.527533001,0,37187.06813,22701.0492502089,284269.867618423,50147
"298","AZ","04","MOHAVE COUNTY","MOHAVE","015","H1","2008",26980.3077028789,82358.5155550756,"43165.641273631",0,1131.38606567163,0,0,805.062434697696,37256.4257810753,7311.85154001196
"299","AZ","04","MOHAVE COUNTY","MOHAVE","015","H1","2009",27022.3604114117,93303.1022408595,"47732.8549054662",0,1861.93735771655,0,0,923.73002396824,42784.5799537086,7316.16168553691
"300","AZ","04","MOHAVE COUNTY","MOHAVE","015","H1","2007",26870.0854421622,75360.2637704913,"38819.0426132704",0,1132.76166859822,0,0,1343.25131572067,34065.208172902,7372
"301","AZ","04","NAVAJO COUNTY","NAVAJO","017","H1","2008",8193.76422084454,26959.1995926229,"16829.5838298595",0,474.267206002597,0,0,177.846711704768,9477.50184505606,1910.4837813164
"302","AZ","04","NAVAJO COUNTY","NAVAJO","017","H1","2009",8259.48792575103,31201.2442825997,"18316.5332937239",0,771.552623860951,0,0,325.613555866015,11787.5448091489,1916.82835901665
"303","AZ","04","NAVAJO COUNTY","NAVAJO","017","H1","2007",8125.6350207459,25330.7813880681,"15468.1702187615",0,564.378407254928,0,0,269.2563494674,9028.97641258424,1799
"304","AZ","04","PIMA COUNTY","PIMA","019","H1","2008",101333.319879723,421068.466482184,"179700.840457176",12776.73951,14648.0993551045,0,3574.57486,7051.23334835579,203316.978951547,27904.0659933945
"305","AZ","04","PIMA COUNTY","PIMA","019","H1","2007",101919.020901308,378913.658400492,"163005.32269096",9008.62137,13783.4496026582,0,5415.52933,7719.90252523241,179980.832881641,26862
"306","AZ","04","PIMA COUNTY","PIMA","019","H1","2009",100705.809249071,486892.549285168,"202583.16949212",3950.23664,22232.5980005617,0,3161.70119,7798.84792224132,247165.996040245,26107.2822843937
"307","AZ","04","PINAL COUNTY","PINAL","021","H1","2008",25808.3213522164,79903.1928155544,"41070.6853753423",0,3159.61153063165,0,0,1010.88025056249,34662.015659018,6204.57114947937
"308","AZ","04","PINAL COUNTY","PINAL","021","H1","2007",25773.2148603827,68732.1789508577,"33966.7886178652",0,2603.63286983361,0,0,1026.55120896481,31135.2062541941,5889
"309","AZ","04","PINAL COUNTY","PINAL","021","H1","2009",25817.5374340474,51872.0762556184,"5329.87438830202",0,408.385630806644,0,0,1320.98278908419,44812.8334474256,6655.87634266062
"310","AZ","04","SANTA CRUZ COUNTY","SANTA CRUZ","023","H1","2009",1739.54681662174,9622.68178410602,"4507.48936518118",0,382.95433033176,0,0,83.6890263962557,4648.54906219682,565.244270795618
"311","AZ","04","SANTA CRUZ COUNTY","SANTA CRUZ","023","H1","2007",1818.98318646292,6357.22942617128,"3513.23376025437",0,303.544012338987,0,0,105.783066401459,2434.66858717646,536
"312","AZ","04","SANTA CRUZ COUNTY","SANTA CRUZ","023","H1","2008",1783.68605098106,7429.18165165426,"3995.88691790796",0,281.278718641301,0,0,182.42653545988,2969.58947964511,560.141841642503
"313","AZ","04","YAVAPAI COUNTY","YAVAPAI","025","H1","2008",26788.0530287605,159874.424747696,"54188.7159769287",1217.36081,1821.31291536838,0,1940.9344,2103.52016213831,98602.5804832604,12006.0402236339
"314","AZ","04","YAVAPAI COUNTY","YAVAPAI","025","H1","2009",26576.9787332318,177917.933185104,"60645.8539477871",1737.67392,2683.9409579609,0,1737.33371,1893.61070947765,109219.519939879,11403.9282173438
"315","AZ","04","YAVAPAI COUNTY","YAVAPAI","025","H1","2007",26915.4738255597,142811.821283983,"49120.7311618178",2376.82258,1775.0730834064,0,1025.55518,2369.62149890245,86144.0177798563,11680
"316","AZ","04","YUMA COUNTY","YUMA","027","H1","2008",16770.6671635797,49044.1570249836,"29614.2711702441",0,3073.08011361419,0,0,524.049409251393,15832.756331874,3303.83661240212
"317","AZ","04","YUMA COUNTY","YUMA","027","H1","2009",16525.046895655,56196.4050061064,"33036.651252871",0,4681.96908960399,0,0,908.453602471018,17569.3310611604,3322.435793473
"318","AZ","04","YUMA COUNTY","YUMA","027","H1","2007",17027.4177251992,45735.8640130852,"26483.6204923346",0,3515.70196160291,0,0,686.756812950604,15049.7847461971,3247
"319","AR","05","ARKANSAS COUNTY","ARKANSAS","001","H1","2009",1387.30027983345,8170.80660830527,"3985.6126746732",0,152.660234180032,0,0,197.012865099126,3835.52083435291,505.218330534137
"320","AR","05","ARKANSAS COUNTY","ARKANSAS","001","H1","2008",1427.12381302012,7267.24151731652,"3617.72053931196",0,77.1741510786663,0,0,123.853013240899,3448.493813685,518.131203519316
"321","AR","05","ARKANSAS COUNTY","ARKANSAS","001","H1","2007",1475.8762635495,6513.37447105332,"3261.71641564976",0,87.2838491905902,0,0,170.538289316035,2993.83591689694,511
"322","AR","05","ASHLEY COUNTY","ASHLEY","003","H1","2008",1867.11390483087,7297.40123939127,"4162.77189285492",0,111.791140031996,0,0,64.4903561956115,2958.34785030874,532.134749560378
"323","AR","05","ASHLEY COUNTY","ASHLEY","003","H1","2009",1840.86933972417,8099.49607207762,"4683.25435442967",0,230.022050334172,0,0,40.1186167185932,3146.10105059519,540.233462353334
"324","AR","05","ASHLEY COUNTY","ASHLEY","003","H1","2007",1890.94212346456,6516.15019189774,"3666.65624184043",0,116.586747741216,0,0,127.578170620321,2605.32903169577,506
"325","AR","05","BAXTER COUNTY","BAXTER","005","H1","2007",6168.61243284138,20406.2733205405,"11740.5576643252",0,364.681588441393,0,0,390.638637624622,7910.39543014925,2073
"326","AR","05","BAXTER COUNTY","BAXTER","005","H1","2009",6164.17732888783,25475.1951661505,"14682.2958867698",0,513.158432167886,0,0,553.163498199557,9726.57734901326,2045.88413057883
"327","AR","05","BAXTER COUNTY","BAXTER","005","H1","2008",6163.07627626316,22416.2154280019,"13138.9159560343",0,323.542592425824,0,0,301.908641554379,8651.84823798735,2018.51113649031
"328","AR","05","BENTON COUNTY","BENTON","007","H1","2009",18448.8913015844,68418.2699389048,"30786.2280667741",0,2326.84715179952,0,0,975.680278317768,34329.5144420134,5609.42411743545
"329","AR","05","BENTON COUNTY","BENTON","007","H1","2007",18280.1740905562,51981.5930246004,"23835.3185474134",0,1287.16551232577,0,0,1164.13380448882,25694.9751603724,5315
"330","AR","05","BENTON COUNTY","BENTON","007","H1","2008",18378.6049352857,59772.8336507563,"27156.8629352331",0,1396.24813576452,0,0,949.989290020525,30269.7332897381,5423.37333104581
"331","AR","05","BOONE COUNTY","BOONE","009","H1","2008",3969.05941825098,16405.5691496604,"8975.8437849446",0,377.165596568061,0,0,193.597536031622,6858.96223211614,1307.33104826206
"332","AR","05","BOONE COUNTY","BOONE","009","H1","2007",3972.63211657903,15838.1725360384,"8299.56002702073",0,400.078214831027,0,0,169.672165956383,6968.86212823025,1323
"333","AR","05","BOONE COUNTY","BOONE","009","H1","2009",3963.88803085694,18951.5655285332,"10103.9692950605",0,480.577998749093,0,0,191.286969627767,8175.73126509578,1347.58235887026
"334","AR","05","BRADLEY COUNTY","BRADLEY","011","H1","2007",1142.56524327534,4065.1297169541,"2214.26530836702",0,91.2110546614189,0,0,69.9139576594773,1689.73939626618,272
"335","AR","05","BRADLEY COUNTY","BRADLEY","011","H1","2009",1143.34007099903,4821.66698174063,"2548.10292619359",0,72.6797042485437,0,0,45.8570306415456,2155.02732065694,260.112407799753
"336","AR","05","BRADLEY COUNTY","BRADLEY","011","H1","2008",1146.42873260256,4784.65602080871,"2276.19685352597",0,96.374682684346,0,0,55.1344087813814,2356.95007581702,250.063322161832
"337","AR","05","CALHOUN COUNTY","CALHOUN","013","H1","2009",543.247184543492,1913.89896333436,"870.685592567166",0,78.3709071656715,0,0,9.66712837776888,955.175335223755,119.051448185272
"338","AR","05","CALHOUN COUNTY","CALHOUN","013","H1","2008",544.045607239402,1670.93424973483,"740.652517904574",0,26.4590032326413,0,0,5.161784279545,898.660944318069,113.028621617148
"339","AR","05","CALHOUN COUNTY","CALHOUN","013","H1","2007",543.512570978702,1424.23219737344,"751.826509945544",0,25.5385992542011,0,0,5.95484813321881,640.91224004048,118
"340","AR","05","CARROLL COUNTY","CARROLL","015","H1","2007",2665.14734584434,10443.7667813434,"4851.17749782869",0,74.3695279134073,0,0,337.827115819704,5180.39263978157,937
"341","AR","05","CARROLL COUNTY","CARROLL","015","H1","2008",2639.97232545545,11488.1695396958,"5611.99782667231",0,55.0396858443546,0,0,157.984954441256,5663.14707273787,948.240117637666
"342","AR","05","CARROLL COUNTY","CARROLL","015","H1","2009",2604.97249859202,13281.0668929523,"6437.43426892022",0,141.907600263155,0,0,148.643487128816,6553.08153664012,984.425420288298
"343","AR","05","CHICOT COUNTY","CHICOT","017","H1","2009",796.760189594017,5501.70331042319,"3017.38664414941",0,39.6768705866439,0,0,12.0498857940897,2432.58990989305,323.139645074309
"344","AR","05","CHICOT COUNTY","CHICOT","017","H1","2008",830.092439701674,4230.74801787448,"2529.86996854751",0,44.0266195267115,0,0,7.5257441978135,1649.32568560245,317.080292501203
"345","AR","05","CHICOT COUNTY","CHICOT","017","H1","2007",857.333598701056,4462.40274560538,"2312.60434660832",0,56.3137332261063,0,0,55.5889173820011,2037.89574838895,331
"346","AR","05","CLARK COUNTY","CLARK","019","H1","2009",1571.33660461786,9290.65527280561,"4024.19660725013",0,394.087429350026,0,0,173.605522316608,4698.76571388884,504.217898196445
"347","AR","05","CLARK COUNTY","CLARK","019","H1","2007",1651.38453837598,6673.4743891809,"3343.14983557069",0,257.924656568522,0,0,221.024479930202,2851.37541711149,500
"348","AR","05","CLARK COUNTY","CLARK","019","H1","2008",1617.12785026604,7626.93246477108,"3423.57341605003",0,203.138842687356,0,0,55.0446899923636,3945.17551604133,503.127404189606
"349","AR","05","CLAY COUNTY","CLAY","021","H1","2009",1571.68195759957,10743.2866032088,"5544.84029494847",0,129.39033848388,0,0,29.2316071608112,5039.82436261569,609.263293654038
"350","AR","05","CLAY COUNTY","CLAY","021","H1","2008",1605.38561810236,9609.94624222867,"4922.67248267599",0,94.762525983994,0,0,25.5422883716128,4566.96894519708,643.162864600231
"351","AR","05","CLAY COUNTY","CLAY","021","H1","2007",1630.89650354818,9093.98745433699,"4628.94884074353",0,123.20698419029,0,0,74.5896236021709,4267.242005801,639
"352","AR","05","CLEBURNE COUNTY","CLEBURNE","023","H1","2009",3936.93624001005,20230.1571193772,"10380.0493045811",0,199.489476848666,0,0,197.145357221074,9453.47298072631,1079.46649236898
"353","AR","05","CLEBURNE COUNTY","CLEBURNE","023","H1","2007",3880.07533407373,18310.0191886626,"8711.81008427212",0,222.789480417877,0,0,296.071168630942,9079.34845534163,1102
"354","AR","05","CLEBURNE COUNTY","CLEBURNE","023","H1","2008",3906.24451753956,18683.7313337555,"9312.14165763132",0,181.507456990486,0,0,141.3947587742,9048.68746035946,1082.27405831641
"355","AR","05","CLEVELAND COUNTY","CLEVELAND","025","H1","2008",802.450041656084,4461.20994149366,"2194.8696287613",0,54.1646668408597,0,0,15.6125913042655,2196.56305458724,264.066868202894
"356","AR","05","CLEVELAND COUNTY","CLEVELAND","025","H1","2009",792.798039096948,4250.33804950416,"2457.30024400687",0,115.933006412619,0,0,30.5680807480517,1646.53671833662,255.110246111297
"357","AR","05","CLEVELAND COUNTY","CLEVELAND","025","H1","2007",813.333984037443,4505.44211120115,"2216.17916226548",0,44.4030664029737,0,0,21.1750159013283,2223.68486663137,269
"358","AR","05","COLUMBIA COUNTY","COLUMBIA","027","H1","2008",1815.81222822998,8180.29065471122,"4156.2170056932",0,187.92410313632,0,0,60.3235192411975,3775.8260266405,479.12132526207
"359","AR","05","COLUMBIA COUNTY","COLUMBIA","027","H1","2007",1849.13937047037,6700.26007709489,"3929.04597601358",0,203.802574378324,0,0,95.918661440435,2471.49286526255,476
"360","AR","05","COLUMBIA COUNTY","COLUMBIA","027","H1","2009",1770.87847259832,9391.89243892695,"4717.70588288935",0,297.168218722041,0,0,111.609864354851,4265.40847296071,502.217033521062
"361","AR","05","CONWAY COUNTY","CONWAY","029","H1","2008",1847.47930523925,10723.6219900489,"4756.83938412696",0,98.6647469704666,0,0,152.103767662047,5716.01409128938,653.165397486705
"362","AR","05","CONWAY COUNTY","CONWAY","029","H1","2007",1878.7950039355,10737.4599954134,"4340.92283540266",0,92.5398236042061,0,0,125.713905097929,6178.28343130865,704
"363","AR","05","CONWAY COUNTY","CONWAY","029","H1","2009",1813.84014680972,12480.1686201394,"5431.33841103795",0,178.208568142949,0,0,256.928761681662,6613.69287927683,688.297448331655
"364","AR","05","CRAIGHEAD COUNTY","CRAIGHEAD","031","H1","2008",7205.05478402973,23355.4847341267,"13289.9288846792",0,868.380586609115,0,0,332.720036301597,8864.45522653679,1921.48656749152
"365","AR","05","CRAIGHEAD COUNTY","CRAIGHEAD","031","H1","2007",7246.54485870504,20837.9732873254,"11868.8713385519",0,839.154143275265,0,0,297.058309226758,7832.88949627149,1896
"366","AR","05","CRAIGHEAD COUNTY","CRAIGHEAD","031","H1","2009",7147.90601355279,27144.0479797172,"15337.0246161433",0,1489.15624436047,0,0,744.632069136445,9573.23505007699,1918.82922369203
"367","AR","05","CRAWFORD COUNTY","CRAWFORD","033","H1","2009",5884.30361930989,30670.283345223,"16398.4632334732",0,812.308824708181,0,0,90.9372791825422,13368.5740078591,2258.97621850709
"368","AR","05","CRAWFORD COUNTY","CRAWFORD","033","H1","2008",5867.2549896258,27131.5840137305,"14472.3431070391",0,474.478043937258,0,0,154.899549318752,12029.8633134353,2199.55698173547
"369","AR","05","CRAWFORD COUNTY","CRAWFORD","033","H1","2007",5863.74541036959,24175.317510611,"12747.6939163696",0,406.935855552098,0,0,180.859759375628,10839.8279793137,2117
"370","AR","05","CRITTENDEN COUNTY","CRITTENDEN","035","H1","2009",3747.63749557085,16689.8328876034,"7150.25761961503",0,397.598842303395,0,0,159.034347697838,8982.94207798712,1030.4453078221
"371","AR","05","CRITTENDEN COUNTY","CRITTENDEN","035","H1","2007",3807.25639512768,12865.2815276355,"5496.75966356566",0,260.742284952314,0,0,182.233955098679,6925.54562401889,1013
"372","AR","05","CRITTENDEN COUNTY","CRITTENDEN","035","H1","2008",3781.91534365404,14108.5926612664,"6148.28683571706",0,219.050501820766,0,0,96.9448864788401,7644.31043724973,1038.26291361593
"373","AR","05","CROSS COUNTY","CROSS","037","H1","2009",1104.65916035366,6773.44599301433,"3865.11784349966",0,190.125077992976,0,0,25.7502110003433,2692.45286052135,389.168179361939
"374","AR","05","CROSS COUNTY","CROSS","037","H1","2008",1141.229116436,5744.28569168687,"3436.84609031666",0,176.413799500375,0,0,37.432330965741,2093.59347090409,378.09574310869
"375","AR","05","CROSS COUNTY","CROSS","037","H1","2007",1178.47121122385,5473.36657879613,"3418.50047411787",0,148.891310908966,0,0,36.589211304279,1869.38558246502,376
"376","AR","05","DALLAS COUNTY","DALLAS","039","H1","2008",659.364735187144,3670.13805954067,"1606.84237822057",0,17.7786222388995,0,0,62.7170783492357,1982.79998073196,229.058003100238
"377","AR","05","DALLAS COUNTY","DALLAS","039","H1","2009",646.337890260861,4252.50582696151,"1922.17491710466",0,22.6278926741923,0,0,115.724189983604,2191.97882719905,231.099870006704
"378","AR","05","DALLAS COUNTY","DALLAS","039","H1","2007",672.778434925959,2880.79257141683,"1493.65986886548",0,49.4569891943848,0,0,27.5059175948579,1310.16979576211,220
"379","AR","05","DESHA COUNTY","DESHA","041","H1","2009",953.051010335938,5864.94261848435,"2436.99463346386",0,115.528633312172,0,0,28.4520325339639,3283.96731917435,343.148291828136
"380","AR","05","DESHA COUNTY","DESHA","041","H1","2007",1014.56639820779,4003.6851429211,"1895.01044400984",0,32.9807512181897,0,0,24.5755002232873,2051.11844746978,320
"381","AR","05","DESHA COUNTY","DESHA","041","H1","2008",984.081221708458,5578.09482947128,"2206.12408047165",0,84.9980786427797,0,0,66.1573232849558,3220.81534707189,329.083331964971
"382","AR","05","DREW COUNTY","DREW","043","H1","2007",1831.7596196431,6214.1076384926,"3067.33805226866",0,230.078849503836,0,0,60.7916583945984,2855.89907832551,446
"383","AR","05","DREW COUNTY","DREW","043","H1","2008",1831.56732649234,6266.94465720029,"3229.08094030476",0,262.255988227164,0,0,38.6289553142657,2736.9787733541,449.11372660265
"384","AR","05","DREW COUNTY","DREW","043","H1","2009",1829.828266899,7534.13862760881,"3827.95917868534",0,285.657610022365,0,0,44.8951003264088,3375.62673857469,471.20363105263
"385","AR","05","FAULKNER COUNTY","FAULKNER","045","H1","2007",8242.56682316149,38728.4501376745,"19326.2819397374",0,1458.30314045423,0,0,279.152758986749,17664.7122984961,2446
"386","AR","05","FAULKNER COUNTY","FAULKNER","045","H1","2008",8266.67343409486,44880.0028488453,"21925.1165183126",0,1393.1122034529,0,0,453.040452330982,21108.7336747489,2545.64461960745
"387","AR","05","FAULKNER COUNTY","FAULKNER","045","H1","2009",8268.09152824431,50401.759242556,"25022.5741146654",0,2114.10882573504,0,0,453.022768998805,22812.0535331567,2529.09294968376
"388","AR","05","FRANKLIN COUNTY","FRANKLIN","047","H1","2007",1809.52856925619,8340.22851776856,"4602.16857500575",0,108.744278366508,0,0,33.9418342453891,3595.37383015091,613
"389","AR","05","FRANKLIN COUNTY","FRANKLIN","047","H1","2009",1771.16191081717,9877.61876086436,"5756.92413207269",0,246.959052893857,0,0,81.6307923991953,3792.10478349862,654.282748850149
"390","AR","05","FRANKLIN COUNTY","FRANKLIN","047","H1","2008",1792.45821329246,8782.95359414237,"5016.25832104713",0,151.048170335303,0,0,160.074691284073,3455.57241147586,645.163371177526
"391","AR","05","FULTON COUNTY","FULTON","049","H1","2007",1342.39996101618,6095.60521525781,"3919.23964100156",0,86.9934603832405,0,0,42.4290430560197,2046.94307081699,485
"392","AR","05","FULTON COUNTY","FULTON","049","H1","2008",1326.35484118188,6496.80684778246,"4284.9166291229",0,107.75706222556,0,0,29.4822849860257,2074.65087144798,483.122338416659
"393","AR","05","FULTON COUNTY","FULTON","049","H1","2009",1305.70740922612,7106.21770669574,"4820.1521318593",0,139.698673271388,0,0,91.6959699513302,2054.67093161372,456.19714598726
"394","AR","05","GARLAND COUNTY","GARLAND","051","H1","2009",10327.3164179348,57095.4792004734,"28462.835566049",0,981.295983314266,0,0,855.788308545472,26795.5593425647,3756.62342803105
"395","AR","05","GARLAND COUNTY","GARLAND","051","H1","2008",10509.1226203995,49367.5020496169,"25076.1007155173",0,592.22998530781,0,0,601.587721135379,23097.5836276564,3829.96984223062
"396","AR","05","GARLAND COUNTY","GARLAND","051","H1","2007",10693.2161339416,46595.7882626807,"23184.3499491359",0,710.222927712394,0,0,1423.68777207171,21277.5276137607,3796
"397","AR","05","GRANT COUNTY","GRANT","053","H1","2008",1703.59252635227,8849.30306345886,"3973.27188811788",0,121.665644507122,0,0,83.9807317441819,4670.38479908967,459.116259489123
"398","AR","05","GRANT COUNTY","GRANT","053","H1","2007",1694.29659835907,8186.38485152639,"3753.6823259964",0,130.938320194264,0,0,26.2017318431418,4275.56247349258,488
"399","AR","05","GRANT COUNTY","GRANT","053","H1","2009",1708.19321611371,10564.3941258705,"4581.22274224377",0,207.630965567487,0,0,32.2931976283094,5743.24722043095,475.205360403396
"400","AR","05","GREENE COUNTY","GREENE","055","H1","2009",3466.07318233437,18737.2751463225,"10156.0104944925",0,515.601153099493,0,0,132.965351133659,7932.6981475969,1180.5101584758
"401","AR","05","GREENE COUNTY","GREENE","055","H1","2007",3478.92214741744,14125.3938485691,"7776.227459829",0,225.801982806631,0,0,158.81361940241,5964.55078653108,1079
"402","AR","05","GREENE COUNTY","GREENE","055","H1","2008",3467.77168350178,16293.9968484213,"9007.29417201689",0,274.148937922591,0,0,84.5547117022263,6927.99902677955,1158.2933082536
"403","AR","05","HEMPSTEAD COUNTY","HEMPSTEAD","057","H1","2009",1561.8922568766,7990.85349368597,"4150.94458997763",0,139.444180969344,0,0,36.4359478768221,3664.02877486217,463.2001723511
"404","AR","05","HEMPSTEAD COUNTY","HEMPSTEAD","057","H1","2007",1647.34871684864,6486.50441990063,"3248.31200696615",0,108.833224969832,0,0,30.555351917697,3098.80383604695,514
"405","AR","05","HEMPSTEAD COUNTY","HEMPSTEAD","057","H1","2008",1608.9460592259,6571.85752686266,"3473.3780789457",0,92.1677317903022,0,0,64.6113564016931,2941.70035972497,476.120565396128
"406","AR","05","HOT SPRING COUNTY","HOT SPRING","059","H1","2009",3479.39711772083,15303.4431354377,"7715.858059394",0,278.227267407056,0,0,87.7644040622165,7221.59340457443,958.414179508323
"407","AR","05","HOT SPRING COUNTY","HOT SPRING","059","H1","2008",3476.10193445894,14096.6156601158,"6753.6851412009",0,145.377795067296,0,0,138.325374864022,7059.22734898357,979.247969585733
"408","AR","05","HOT SPRING COUNTY","HOT SPRING","059","H1","2007",3468.92378682852,13000.7764966938,"6250.02291771655",0,201.594732277709,0,0,137.398569313649,6411.76027738589,938
"409","AR","05","HOWARD COUNTY","HOWARD","061","H1","2009",1073.39226083488,4827.23349743192,"2485.12746302108",0,134.512341859562,0,0,15.5449872988831,2192.0487052524,313.135321697396
"410","AR","05","HOWARD COUNTY","HOWARD","061","H1","2007",1106.32315968292,3607.47398271898,"1973.39046496492",0,82.9920501996706,0,0,30.0792841126227,1521.01218344177,324
"411","AR","05","HOWARD COUNTY","HOWARD","061","H1","2008",1088.82546843311,4439.23525063358,"2389.23599063592",0,60.1048022775698,0,0,42.5147301382176,1947.37972758188,319.080799078497
"412","AR","05","INDEPENDENCE COUNTY","INDEPENDENCE","063","H1","2008",3458.29330565482,13781.8375894014,"7948.73794934738",0,213.703725628385,0,0,75.2547884648438,5544.14112596075,845.214028906991
"413","AR","05","INDEPENDENCE COUNTY","INDEPENDENCE","063","H1","2009",3427.05979811518,15404.2482013284,"9197.13237876759",0,420.006524506506,0,0,33.7030603504908,5753.40623770385,857.370513401495
"414","AR","05","INDEPENDENCE COUNTY","INDEPENDENCE","063","H1","2007",3478.9580674,13730.4867108242,"7588.95784003384",0,255.837387500317,0,0,136.36642230769,5749.32506098235,820
"415","AR","05","IZARD COUNTY","IZARD","065","H1","2009",1686.81815926291,7599.44593855165,"4413.55646873675",0,125.016193486256,0,0,64.1990805835449,2996.6741957451,508.219627547211
"416","AR","05","IZARD COUNTY","IZARD","065","H1","2008",1687.41119440442,7018.23347642903,"4185.01704481923",0,119.316487695408,0,0,23.355703300293,2690.54424061411,516.130696942021
"417","AR","05","IZARD COUNTY","IZARD","065","H1","2007",1688.33116934787,6525.93255526791,"3769.66642442648",0,129.007077668192,0,0,38.0904251181791,2589.16862805506,477
"418","AR","05","JACKSON COUNTY","JACKSON","067","H1","2007",1167.70819464663,6287.1048528689,"3436.55044886863",0,130.600548951572,0,0,33.6087868103266,2686.34506823837,451
"419","AR","05","JACKSON COUNTY","JACKSON","067","H1","2008",1132.57348694891,7251.22337849351,"3606.6601259581",0,115.649874454904,0,0,15.6023877946662,3513.31099028584,449.11372660265
"420","AR","05","JACKSON COUNTY","JACKSON","067","H1","2009",1098.56374083961,7931.17880405718,"3902.43398058605",0,179.818672720866,0,0,41.7073874897258,3807.21876326054,438.189363908815
"421","AR","05","JEFFERSON COUNTY","JEFFERSON","069","H1","2007",7637.77249574356,39981.0443387338,"18336.653244001",0,1154.63348095314,0,0,315.644956473607,20174.1126573061,2294
"422","AR","05","JEFFERSON COUNTY","JEFFERSON","069","H1","2008",7535.6369464778,42111.4458122741,"20679.3573632228",0,1031.47257144311,0,0,318.98846549659,20081.6274121116,2334.59117570286
"423","AR","05","JEFFERSON COUNTY","JEFFERSON","069","H1","2009",7423.38328001128,48514.1841386618,"23542.2780955833",0,1620.72280409969,0,0,594.43618471316,22756.7470542657,2359.01945227623
"424","AR","05","JOHNSON COUNTY","JOHNSON","071","H1","2008",1896.08833672724,10063.2927985511,"5833.73675175709",0,122.709139291245,0,0,64.3163357899932,4042.53057171273,684.173249434772
"425","AR","05","JOHNSON COUNTY","JOHNSON","071","H1","2007",1921.17815519812,10585.8798724482,"5412.62225034833",0,269.627639131636,0,0,173.293681759269,4730.33630120894,699
"426","AR","05","JOHNSON COUNTY","JOHNSON","071","H1","2009",1870.91524412077,11260.5390375152,"6290.22922431811",0,212.391490570511,0,0,87.5261182450579,4670.39220438155,699.30220404626
"427","AR","05","LAFAYETTE COUNTY","LAFAYETTE","073","H1","2008",719.071358002488,2400.52073612545,"1155.55520015003",0,24.3738234848164,0,0,16.6519974935973,1203.93971499701,212.053697193233
"428","AR","05","LAFAYETTE COUNTY","LAFAYETTE","073","H1","2009",705.857658336431,2938.18372790917,"1324.01267975732",0,23.9746028982146,0,0,7.40778640775278,1582.78865884588,213.09208792826
"429","AR","05","LAFAYETTE COUNTY","LAFAYETTE","073","H1","2007",736.905023175121,2531.17905496528,"1139.90200079427",0,22.5706691428153,0,0,16.0902916975519,1352.61609333064,222
"430","AR","05","LAWRENCE COUNTY","LAWRENCE","075","H1","2008",1510.97153525453,6516.72629657927,"3282.87078604443",0,132.120089939512,0,0,65.934147797274,3035.80127279805,512.129683787432
"431","AR","05","LAWRENCE COUNTY","LAWRENCE","075","H1","2009",1485.2841307512,6619.40010342745,"3711.61602558922",0,148.482045959777,0,0,16.6200044865178,2742.68202739193,490.211845468766
"432","AR","05","LAWRENCE COUNTY","LAWRENCE","075","H1","2007",1529.88798374301,6250.75094511301,"3341.05365044888",0,147.375103644882,0,0,30.0802842550704,2732.24190676418,526
"433","AR","05","LEE COUNTY","LEE","077","H1","2007",840.60999845882,2899.99644807411,"1313.43115330607",0,38.7999147714959,0,0,14.4380563740589,1533.32732362249,170
"434","AR","05","LEE COUNTY","LEE","077","H1","2008",848.959914860222,3600.99889305777,"1383.30887827382",0,18.686955927054,0,0,17.7374646683624,2181.26559418853,181.045845245166
"435","AR","05","LEE COUNTY","LEE","077","H1","2009",862.039101082785,3758.19048904334,"1577.76249573474",0,42.3921149491431,0,0,42.1026403965135,2095.93323796295,168.072632732148
"436","AR","05","LINCOLN COUNTY","LINCOLN","079","H1","2007",1305.06957564913,4009.62781385433,"2118.91170159818",0,65.0003817945247,0,0,37.4683365157501,1788.24739394587,243
"437","AR","05","LINCOLN COUNTY","LINCOLN","079","H1","2008",1309.39957326871,4812.96913645164,"2305.66683369176",0,58.4442748846939,0,0,11.2410933756624,2437.61693449951,264.066868202894
"438","AR","05","LINCOLN COUNTY","LINCOLN","079","H1","2009",1305.65846100292,5063.44240850544,"2601.26291047444",0,102.385868410235,0,0,30.9992610747173,2328.79436854605,277.119757540507
"439","AR","05","LITTLE RIVER COUNTY","LITTLE RIVER","081","H1","2007",1074.20992322086,4413.35123691528,"2526.79262967795",0,42.0869130843585,0,0,42.0889946238238,1802.38269952915,394
"440","AR","05","LITTLE RIVER COUNTY","LITTLE RIVER","081","H1","2009",995.712729423128,5044.70971642055,"3148.89972674312",0,75.9248616073142,0,0,137.920074509743,1681.96505356037,374.161694296569
"441","AR","05","LITTLE RIVER COUNTY","LITTLE RIVER","081","H1","2008",1034.73138376452,4931.04650440654,"2750.86017378104",0,17.3752783924919,0,0,21.5897851983289,2141.22126703469,376.095236531395
"442","AR","05","LOGAN COUNTY","LOGAN","083","H1","2009",2195.87390724605,12026.7214123265,"6786.5933687505",0,186.345407522411,0,0,75.3524709246913,4978.43016512889,873.377430804557
"443","AR","05","LOGAN COUNTY","LOGAN","083","H1","2008",2227.5034551749,12012.3882485047,"6188.00640485813",0,135.477747948492,0,0,68.2836485714196,5620.62044712661,897.227199916653
